gene	TCA	Resp	Ribo	Proteas	Hist	HTH
YDR440W	-1	-1	-1	-1	-1	-1
YDR441C	-1	-1	-1	-1	-1	-1
YDR443C	-1	-1	-1	-1	-1	-1
YDR446W	-1	-1	-1	-1	-1	-1
YDR447C	-1	-1	1	-1	-1	-1
YDR448W	-1	-1	-1	-1	-1	-1
YDR450W	-1	-1	1	-1	-1	-1
YDR454C	-1	-1	-1	-1	-1	-1
YDR456W	-1	-1	-1	-1	-1	-1
YDR457W	-1	-1	-1	-1	-1	-1
YDR460W	-1	-1	-1	-1	-1	-1
YDR462W	-1	-1	-1	-1	-1	-1
YDR463W	-1	-1	-1	-1	-1	-1
YDR464W	-1	-1	-1	-1	-1	-1
YDR468C	-1	-1	-1	-1	-1	-1
YDR471W	-1	-1	1	-1	-1	-1
YDR473C	-1	-1	-1	-1	-1	-1
YDR477W	-1	-1	-1	-1	-1	-1
YDR478W	-1	-1	-1	-1	-1	-1
YDR481C	-1	-1	-1	-1	-1	-1
YDR483W	-1	-1	-1	-1	-1	-1
YDR484W	-1	-1	-1	-1	-1	-1
YDR487C	-1	-1	-1	-1	-1	-1
YDR495C	-1	-1	-1	-1	-1	-1
YDR497C	-1	-1	-1	-1	-1	-1
YDR498C	-1	-1	-1	-1	-1	-1
YDR500C	-1	-1	1	-1	-1	-1
YDR502C	-1	-1	-1	-1	-1	-1
YDR503C	-1	-1	-1	-1	-1	-1
YDR508C	-1	-1	-1	-1	-1	-1
YDR510W	-1	-1	-1	-1	-1	-1
YDR513W	-1	-1	-1	-1	-1	-1
YDR515W	-1	-1	-1	-1	-1	-1
YDR518W	-1	-1	-1	-1	-1	-1
YDR529C	-1	1	-1	-1	-1	-1
YDR530C	-1	-1	-1	-1	-1	-1
YDR538W	-1	-1	-1	-1	-1	-1
YEL002C	-1	-1	-1	-1	-1	-1
YEL003W	-1	-1	-1	-1	-1	-1
YEL009C	-1	-1	-1	-1	-1	-1
YEL011W	-1	-1	-1	-1	-1	-1
YEL012W	-1	-1	-1	-1	-1	-1
YEL013W	-1	-1	-1	-1	-1	-1
YEL019C	-1	-1	-1	-1	-1	-1
YEL021W	-1	-1	-1	-1	-1	-1
YEL022W	-1	-1	-1	-1	-1	-1
YEL024W	-1	1	-1	-1	-1	-1
YEL027W	-1	-1	-1	-1	-1	-1
YEL030W	-1	-1	-1	-1	-1	-1
YEL031W	-1	-1	-1	-1	-1	-1
YEL032W	-1	-1	-1	-1	-1	-1
YEL034W	-1	-1	-1	-1	-1	-1
YEL036C	-1	-1	-1	-1	-1	-1
YEL037C	-1	-1	-1	-1	-1	-1
YEL042W	-1	-1	-1	-1	-1	-1
YEL050C	-1	-1	-1	-1	-1	-1
YEL053C	-1	-1	-1	-1	-1	-1
YEL054C	-1	-1	1	-1	-1	-1
YEL055C	-1	-1	-1	-1	-1	-1
YEL056W	-1	-1	-1	-1	-1	-1
YEL058W	-1	-1	-1	-1	-1	-1
YEL060C	-1	-1	-1	-1	-1	-1
YEL062W	-1	-1	-1	-1	-1	-1
YEL063C	-1	-1	-1	-1	-1	-1
YEL066W	-1	-1	-1	-1	-1	-1
YEL069C	-1	-1	-1	-1	-1	-1
YER001W	-1	-1	-1	-1	-1	-1
YER008C	-1	-1	-1	-1	-1	-1
YER009W	-1	-1	-1	-1	-1	-1
YER011W	-1	-1	-1	-1	-1	-1
YER012W	-1	-1	-1	1	-1	-1
YER013W	-1	-1	-1	-1	-1	-1
YER014W	-1	-1	-1	-1	-1	-1
YER015W	-1	-1	-1	-1	-1	-1
YER016W	-1	-1	-1	-1	-1	-1
YER017C	-1	-1	-1	-1	-1	-1
YER021W	-1	-1	-1	1	-1	-1
YER022W	-1	-1	-1	-1	-1	-1
YER023W	-1	-1	-1	-1	-1	-1
YER025W	-1	-1	-1	-1	-1	-1
YER026C	-1	-1	-1	-1	-1	-1
YER027C	-1	-1	-1	-1	-1	-1
YER029C	-1	-1	-1	-1	-1	-1
YER031C	-1	-1	-1	-1	-1	-1
YER032W	-1	-1	-1	-1	-1	-1
YER040W	-1	-1	-1	-1	-1	-1
YER042W	-1	-1	-1	-1	-1	-1
YER043C	-1	-1	-1	-1	-1	-1
YER047C	-1	-1	-1	-1	-1	-1
YER052C	-1	-1	-1	-1	-1	-1
YER054C	-1	-1	-1	-1	-1	-1
YER055C	-1	-1	-1	-1	-1	-1
YER057C	-1	-1	-1	-1	-1	-1
YER058W	-1	-1	-1	-1	-1	-1
YER059W	-1	-1	-1	-1	-1	-1
YER060W	-1	-1	-1	-1	-1	-1
YER061C	-1	-1	-1	-1	-1	-1
YER065C	-1	-1	-1	-1	-1	-1
YER068W	-1	-1	-1	-1	-1	-1
YER069W	-1	-1	-1	-1	-1	-1
YER070W	-1	-1	-1	-1	-1	-1
YER073W	-1	-1	-1	-1	-1	-1
YER074W	-1	-1	1	-1	-1	-1
YER086W	-1	-1	-1	-1	-1	-1
YER088C	-1	-1	-1	-1	-1	1
YER090W	-1	-1	-1	-1	-1	-1
YER091C	-1	-1	-1	-1	-1	-1
YER094C	-1	-1	-1	1	-1	-1
YER095W	-1	-1	-1	-1	-1	-1
YER098W	-1	-1	-1	-1	-1	-1
YER099C	-1	-1	-1	-1	-1	-1
YER100W	-1	-1	-1	-1	-1	-1
YER101C	-1	-1	-1	-1	-1	-1
YER102W	-1	-1	1	-1	-1	-1
YER103W	-1	-1	-1	-1	-1	-1
YER105C	-1	-1	-1	-1	-1	-1
YER107C	-1	-1	-1	-1	-1	-1
YER108C	-1	-1	-1	-1	-1	-1
YER109C	-1	-1	-1	-1	-1	-1
YER110C	-1	-1	-1	-1	-1	-1
YER111C	-1	-1	-1	-1	-1	-1
YER112W	-1	-1	-1	-1	-1	-1
YER114C	-1	-1	-1	-1	-1	-1
YER117W	-1	-1	1	-1	-1	-1
YER122C	-1	-1	-1	-1	-1	-1
YER123W	-1	-1	-1	-1	-1	-1
YER125W	-1	-1	-1	-1	-1	-1
YER127W	-1	-1	-1	-1	-1	-1
YER129W	-1	-1	-1	-1	-1	-1
YER131W	-1	-1	1	-1	-1	-1
YER136W	-1	-1	-1	-1	-1	-1
YER141W	-1	-1	-1	-1	-1	-1
YER142C	-1	-1	-1	-1	-1	-1
YER145C	-1	-1	-1	-1	-1	-1
YER148W	-1	-1	-1	-1	-1	-1
YER149C	-1	-1	-1	-1	-1	-1
YER151C	-1	-1	-1	-1	-1	-1
YER153C	-1	-1	-1	-1	-1	-1
YER154W	-1	-1	-1	-1	-1	-1
YER155C	-1	-1	-1	-1	-1	-1
YER159C	-1	-1	-1	-1	-1	-1
YER161C	-1	-1	-1	-1	-1	-1
YER162C	-1	-1	-1	-1	-1	-1
YER164W	-1	-1	-1	-1	-1	1
YER165W	-1	-1	-1	-1	-1	-1
YER168C	-1	-1	-1	-1	-1	-1
YER169W	-1	-1	-1	-1	-1	-1
YER170W	-1	-1	-1	-1	-1	-1
YER171W	-1	-1	-1	-1	-1	-1
YER172C	-1	-1	-1	-1	-1	-1
YER173W	-1	-1	-1	-1	-1	-1
YER176W	-1	-1	-1	-1	-1	-1
YER178W	-1	-1	-1	-1	-1	-1
YFL001W	-1	-1	-1	-1	-1	-1
YFL002C	-1	-1	-1	-1	-1	-1
YFL005W	-1	-1	-1	-1	-1	-1
YFL009W	-1	-1	-1	-1	-1	-1
YFL011W	-1	-1	-1	-1	-1	-1
YFL014W	-1	-1	-1	-1	-1	-1
YFL016C	-1	-1	-1	-1	-1	-1
YFL018C	1	-1	-1	-1	-1	-1
YFL021W	-1	-1	-1	-1	-1	-1
YFL022C	-1	-1	-1	-1	-1	-1
YFL025C	-1	-1	-1	-1	-1	-1
YFL026W	-1	-1	-1	-1	-1	-1
YFL028C	-1	-1	-1	-1	-1	-1
YFL029C	-1	-1	-1	-1	-1	-1
YFL031W	-1	-1	-1	-1	-1	-1
YFL036W	-1	-1	-1	-1	-1	-1
YFL037W	-1	-1	-1	-1	-1	-1
YFL038C	-1	-1	-1	-1	-1	-1
YFL039C	-1	-1	-1	-1	-1	-1
YFL041W	-1	-1	-1	-1	-1	-1
YFL045C	-1	-1	-1	-1	-1	-1
YFL048C	-1	-1	-1	-1	-1	-1
YFL050C	-1	-1	-1	-1	-1	-1
YFL053W	-1	-1	-1	-1	-1	-1
YFL055W	-1	-1	-1	-1	-1	-1
YFL058W	-1	-1	-1	-1	-1	-1
YFR002W	-1	-1	-1	-1	-1	-1
YFR004W	-1	-1	-1	1	-1	-1
YFR009W	-1	-1	-1	-1	-1	-1
YFR010W	-1	-1	-1	-1	-1	-1
YFR023W	-1	-1	-1	-1	-1	-1
YFR025C	-1	-1	-1	-1	-1	-1
YFR028C	-1	-1	-1	-1	-1	-1
YFR029W	-1	-1	-1	-1	-1	-1
YFR030W	-1	-1	-1	-1	-1	-1
YFR033C	-1	1	-1	-1	-1	-1
YFR034C	-1	-1	-1	-1	-1	-1
YFR036W	-1	-1	-1	-1	-1	-1
YFR037C	-1	-1	-1	-1	-1	-1
YFR040W	-1	-1	-1	-1	-1	-1
YFR049W	-1	-1	-1	-1	-1	-1
YFR050C	-1	-1	-1	1	-1	-1
YFR051C	-1	-1	-1	-1	-1	-1
YFR052W	-1	-1	-1	1	-1	-1
YFR053C	-1	-1	-1	-1	-1	-1
YGL003C	-1	-1	-1	-1	-1	-1
YGL006W	-1	-1	-1	-1	-1	-1
YGL008C	-1	-1	-1	-1	-1	-1
YGL009C	-1	-1	-1	-1	-1	-1
YGL011C	-1	-1	-1	1	-1	-1
YGL012W	-1	-1	-1	-1	-1	-1
YGL013C	-1	-1	-1	-1	-1	-1
YGL014W	-1	-1	-1	-1	-1	-1
YGL016W	-1	-1	-1	-1	-1	-1
YGL017W	-1	-1	-1	-1	-1	-1
YGL018C	-1	-1	-1	-1	-1	-1
YGL019W	-1	-1	-1	-1	-1	-1
YGL021W	-1	-1	-1	-1	-1	-1
YGL022W	-1	-1	-1	-1	-1	-1
YGL025C	-1	-1	-1	-1	-1	-1
YGL026C	-1	-1	-1	-1	-1	-1
YGL027C	-1	-1	-1	-1	-1	-1
YGL030W	-1	-1	1	-1	-1	-1
YGL031C	-1	-1	1	-1	-1	-1
YGL035C	-1	-1	-1	-1	-1	-1
YGL038C	-1	-1	-1	-1	-1	-1
YGL040C	-1	-1	-1	-1	-1	-1
YGL043W	-1	-1	-1	-1	-1	-1
YGL044C	-1	-1	-1	-1	-1	-1
YGL048C	-1	-1	-1	1	-1	-1
YGL049C	-1	-1	-1	-1	-1	-1
YGL058W	-1	-1	-1	-1	-1	-1
YGL062W	-1	-1	-1	-1	-1	-1
YGL063W	-1	-1	-1	-1	-1	-1
YGL065C	-1	-1	-1	-1	-1	-1
YGL070C	-1	-1	-1	-1	-1	-1
YGL071W	-1	-1	-1	-1	-1	-1
YGL073W	-1	-1	-1	-1	-1	1
YGL076C	-1	-1	1	-1	-1	-1
YGL077C	-1	-1	-1	-1	-1	-1
YGL078C	-1	-1	-1	-1	-1	-1
YGL086W	-1	-1	-1	-1	-1	-1
YGL087C	-1	-1	-1	-1	-1	-1
YGL089C	-1	-1	-1	-1	-1	-1
YGL090W	-1	-1	-1	-1	-1	-1
YGL092W	-1	-1	-1	-1	-1	-1
YGL094C	-1	-1	-1	-1	-1	-1
YGL095C	-1	-1	-1	-1	-1	-1
YGL097W	-1	-1	-1	-1	-1	-1
YGL100W	-1	-1	-1	-1	-1	-1
YGL103W	-1	-1	1	-1	-1	-1
YGL105W	-1	-1	-1	-1	-1	-1
YGL106W	-1	-1	-1	-1	-1	-1
YGL112C	-1	-1	-1	-1	-1	-1
YGL115W	-1	-1	-1	-1	-1	-1
YGL116W	-1	-1	-1	-1	-1	-1
YGL119W	-1	-1	-1	-1	-1	-1
YGL120C	-1	-1	-1	-1	-1	-1
YGL122C	-1	-1	-1	-1	-1	-1
YGL123W	-1	-1	1	-1	-1	-1
YGL125W	-1	-1	-1	-1	-1	-1
YGL126W	-1	-1	-1	-1	-1	-1
YGL130W	-1	-1	-1	-1	-1	-1
YGL134W	-1	-1	-1	-1	-1	-1
YGL135W	-1	-1	1	-1	-1	-1
YGL137W	-1	-1	-1	-1	-1	-1
YGL142C	-1	-1	-1	-1	-1	-1
YGL143C	-1	-1	-1	-1	-1	-1
YGL145W	-1	-1	-1	-1	-1	-1
YGL147C	-1	-1	1	-1	-1	-1
YGL148W	-1	-1	-1	-1	-1	-1
YGL151W	-1	-1	-1	-1	-1	-1
YGL153W	-1	-1	-1	-1	-1	-1
YGL154C	-1	-1	-1	-1	-1	-1
YGL155W	-1	-1	-1	-1	-1	-1
YGL156W	-1	-1	-1	-1	-1	-1
YGL162W	-1	-1	-1	-1	-1	-1
YGL163C	-1	-1	-1	-1	-1	-1
YGL166W	-1	-1	-1	-1	-1	-1
YGL167C	-1	-1	-1	-1	-1	-1
YGL169W	-1	-1	-1	-1	-1	-1
YGL171W	-1	-1	-1	-1	-1	-1
YGL172W	-1	-1	-1	-1	-1	-1
YGL173C	-1	-1	-1	-1	-1	-1
YGL180W	-1	-1	-1	-1	-1	-1
YGL181W	-1	-1	-1	-1	-1	-1
YGL187C	-1	1	-1	-1	-1	-1
YGL189C	-1	-1	1	-1	-1	-1
YGL190C	-1	-1	-1	-1	-1	-1
YGL191W	-1	1	-1	-1	-1	-1
YGL192W	-1	-1	-1	-1	-1	-1
YGL194C	-1	-1	-1	-1	-1	-1
YGL195W	-1	-1	-1	-1	-1	-1
YGL200C	-1	-1	-1	-1	-1	-1
YGL201C	-1	-1	-1	-1	-1	-1
YGL202W	-1	-1	-1	-1	-1	-1
YGL203C	-1	-1	-1	-1	-1	-1
YGL205W	-1	-1	-1	-1	-1	-1
YGL206C	-1	-1	-1	-1	-1	-1
YGL207W	-1	-1	-1	-1	-1	-1
YGL208W	-1	-1	-1	-1	-1	-1
YGL209W	-1	-1	-1	-1	-1	-1
YGL210W	-1	-1	-1	-1	-1	-1
YGL212W	-1	-1	-1	-1	-1	-1
YGL215W	-1	-1	-1	-1	-1	-1
YGL225W	-1	-1	-1	-1	-1	-1
YGL229C	-1	-1	-1	-1	-1	-1
YGL233W	-1	-1	-1	-1	-1	-1
YGL234W	-1	-1	-1	-1	-1	-1
YGL237C	-1	-1	-1	-1	-1	-1
YGL240W	-1	-1	-1	-1	-1	-1
YGL244W	-1	-1	-1	-1	-1	-1
YGL245W	-1	-1	-1	-1	-1	-1
YGL248W	-1	-1	-1	-1	-1	-1
YGL253W	-1	-1	-1	-1	-1	-1
YGL254W	-1	-1	-1	-1	-1	-1
YGL255W	-1	-1	-1	-1	-1	-1
YGL256W	-1	-1	-1	-1	-1	-1
YGL259W	-1	-1	-1	-1	-1	-1
YGR005C	-1	-1	-1	-1	-1	-1
YGR006W	-1	-1	-1	-1	-1	-1
YGR007W	-1	-1	-1	-1	-1	-1
YGR008C	-1	-1	-1	-1	-1	-1
YGR009C	-1	-1	-1	-1	-1	-1
YGR013W	-1	-1	-1	-1	-1	-1
YGR014W	-1	-1	-1	-1	-1	-1
YGR020C	-1	-1	-1	-1	-1	-1
YGR027C	-1	-1	1	-1	-1	-1
YGR028W	-1	-1	-1	-1	-1	-1
YGR029W	-1	-1	-1	-1	-1	-1
YGR030C	-1	-1	-1	-1	-1	-1
YGR032W	-1	-1	-1	-1	-1	-1
YGR034W	-1	-1	1	-1	-1	-1
YGR036C	-1	-1	-1	-1	-1	-1
YGR037C	-1	-1	-1	-1	-1	-1
YGR040W	-1	-1	-1	-1	-1	-1
YGR041W	-1	-1	-1	-1	-1	-1
YGR044C	-1	-1	-1	-1	-1	-1
YGR047C	-1	-1	-1	-1	-1	-1
YGR048W	-1	-1	-1	-1	-1	-1
YGR049W	-1	-1	-1	-1	-1	-1
YGR055W	-1	-1	-1	-1	-1	-1
YGR056W	-1	-1	-1	-1	-1	-1
YGR057C	-1	-1	-1	-1	-1	-1
YGR060W	-1	-1	-1	-1	-1	-1
YGR061C	-1	-1	-1	-1	-1	-1
YGR062C	-1	-1	-1	-1	-1	-1
YGR063C	-1	-1	-1	-1	-1	-1
YGR072W	-1	-1	-1	-1	-1	-1
YGR074W	-1	-1	-1	-1	-1	-1
YGR075C	-1	-1	-1	-1	-1	-1
YGR076C	-1	-1	-1	-1	-1	-1
YGR077C	-1	-1	-1	-1	-1	-1
YGR078C	-1	-1	-1	-1	-1	-1
YGR080W	-1	-1	-1	-1	-1	-1
YGR082W	-1	-1	-1	-1	-1	-1
YGR083C	-1	-1	-1	-1	-1	-1
YGR084C	-1	-1	-1	-1	-1	-1
YGR085C	-1	-1	1	-1	-1	-1
YGR087C	-1	-1	-1	-1	-1	-1
YGR088W	-1	-1	-1	-1	-1	-1
YGR091W	-1	-1	-1	-1	-1	-1
YGR092W	-1	-1	-1	-1	-1	-1
YGR094W	-1	-1	-1	-1	-1	-1
YGR095C	-1	-1	-1	-1	-1	-1
YGR097W	-1	-1	-1	-1	-1	-1
YGR098C	-1	-1	-1	-1	-1	-1
YGR099W	-1	-1	-1	-1	-1	-1
YGR104C	-1	-1	-1	-1	-1	-1
YGR105W	-1	-1	-1	-1	-1	-1
YGR108W	-1	-1	-1	-1	-1	-1
YGR109C	-1	-1	-1	-1	-1	-1
YGR112W	-1	-1	-1	-1	-1	-1
YGR116W	-1	-1	-1	-1	-1	-1
YGR118W	-1	-1	1	-1	-1	-1
YGR119C	-1	-1	-1	-1	-1	-1
YGR121C	-1	-1	-1	-1	-1	-1
YGR124W	-1	-1	-1	-1	-1	-1
YGR132C	-1	-1	-1	-1	-1	-1
YGR133W	-1	-1	-1	-1	-1	-1
YGR135W	-1	-1	-1	1	-1	-1
YGR143W	-1	-1	-1	-1	-1	-1
YGR144W	-1	-1	-1	-1	-1	-1
YGR147C	-1	-1	-1	-1	-1	-1
YGR148C	-1	-1	1	-1	-1	-1
YGR152C	-1	-1	-1	-1	-1	-1
YGR155W	-1	-1	-1	-1	-1	-1
YGR157W	-1	-1	-1	-1	-1	-1
YGR158C	-1	-1	-1	-1	-1	-1
YGR159C	-1	-1	-1	-1	-1	-1
YGR162W	-1	-1	-1	-1	-1	-1
YGR166W	-1	-1	-1	-1	-1	-1
YGR167W	-1	-1	-1	-1	-1	-1
YGR170W	-1	-1	-1	-1	-1	-1
YGR171C	-1	-1	-1	-1	-1	-1
YGR174C	-1	-1	-1	-1	-1	-1
YGR175C	-1	-1	-1	-1	-1	-1
YGR178C	-1	-1	-1	-1	-1	-1
YGR180C	-1	-1	-1	-1	-1	-1
YGR183C	-1	1	-1	-1	-1	-1
YGR184C	-1	-1	-1	-1	-1	-1
YGR185C	-1	-1	-1	-1	-1	-1
YGR186W	-1	-1	-1	-1	-1	-1
YGR188C	-1	-1	-1	-1	-1	-1
YGR191W	-1	-1	-1	-1	-1	-1
YGR192C	-1	-1	-1	-1	-1	-1
YGR193C	-1	-1	-1	-1	-1	-1
YGR194C	-1	-1	-1	-1	-1	-1
YGR195W	-1	-1	-1	-1	-1	-1
YGR197C	-1	-1	-1	-1	-1	-1
YGR199W	-1	-1	-1	-1	-1	-1
YGR202C	-1	-1	-1	-1	-1	-1
YGR204W	-1	-1	-1	-1	-1	-1
YGR207C	-1	1	-1	-1	-1	-1
YGR209C	-1	-1	-1	-1	-1	-1
YGR213C	-1	-1	-1	-1	-1	-1
YGR214W	-1	-1	1	-1	-1	-1
YGR216C	-1	-1	-1	-1	-1	-1
YGR217W	-1	-1	-1	-1	-1	-1
YGR218W	-1	-1	-1	-1	-1	-1
YGR220C	-1	-1	-1	-1	-1	-1
YGR222W	-1	-1	-1	-1	-1	-1
YGR227W	-1	-1	-1	-1	-1	-1
YGR229C	-1	-1	-1	-1	-1	-1
YGR231C	-1	-1	-1	-1	-1	-1
YGR233C	-1	-1	-1	-1	-1	-1
YGR234W	-1	-1	-1	-1	-1	-1
YGR240C	-1	-1	-1	-1	-1	-1
YGR241C	-1	-1	-1	-1	-1	-1
YGR244C	1	-1	-1	-1	-1	-1
YGR246C	-1	-1	-1	-1	-1	-1
YGR252W	-1	-1	-1	-1	-1	-1
YGR253C	-1	-1	-1	1	-1	-1
YGR254W	-1	-1	-1	-1	-1	-1
YGR255C	-1	-1	-1	-1	-1	-1
YGR256W	-1	-1	-1	-1	-1	-1
YGR258C	-1	-1	-1	-1	-1	-1
YGR261C	-1	-1	-1	-1	-1	-1
YGR264C	-1	-1	-1	-1	-1	-1
YGR267C	-1	-1	-1	-1	-1	-1
YGR270W	-1	-1	-1	1	-1	-1
YGR274C	-1	-1	-1	-1	-1	-1
YGR276C	-1	-1	-1	-1	-1	-1
YGR281W	-1	-1	-1	-1	-1	-1
YGR282C	-1	-1	-1	-1	-1	-1
YGR286C	-1	-1	-1	-1	-1	-1
YGR289C	-1	-1	-1	-1	-1	-1
YHL001W	-1	-1	1	-1	-1	-1
YHL003C	-1	-1	-1	-1	-1	-1
YHL004W	-1	-1	-1	-1	-1	-1
YHL009C	-1	-1	-1	-1	-1	-1
YHL011C	-1	-1	-1	-1	-1	-1
YHL015W	-1	-1	1	-1	-1	-1
YHL016C	-1	-1	-1	-1	-1	-1
YHL019C	-1	-1	-1	-1	-1	-1
YHL020C	-1	-1	-1	-1	-1	-1
YHL025W	-1	-1	-1	-1	-1	-1
YHL027W	-1	-1	-1	-1	-1	-1
YHL028W	-1	-1	-1	-1	-1	-1
YHL030W	-1	-1	-1	-1	-1	-1
YHL031C	-1	-1	-1	-1	-1	-1
YHL033C	-1	-1	1	-1	-1	-1
YHL034C	-1	-1	-1	-1	-1	-1
YHL036W	-1	-1	-1	-1	-1	-1
YHL038C	-1	-1	-1	-1	-1	-1
YHL043W	-1	-1	-1	-1	-1	-1
YHR001W	-1	-1	-1	-1	-1	-1
YHR005C	-1	-1	-1	-1	-1	-1
YHR006W	-1	-1	-1	-1	-1	-1
YHR007C	-1	-1	-1	-1	-1	-1
YHR008C	-1	-1	-1	-1	-1	-1
YHR010W	-1	-1	1	-1	-1	-1
YHR012W	-1	-1	-1	-1	-1	-1
YHR013C	-1	-1	-1	-1	-1	-1
YHR015W	-1	-1	-1	-1	-1	-1
YHR018C	-1	-1	-1	-1	-1	-1
YHR019C	-1	-1	-1	-1	-1	-1
YHR021C	-1	-1	1	-1	-1	-1
YHR023W	-1	-1	-1	-1	-1	-1
YHR024C	-1	-1	-1	-1	-1	-1
YHR025W	-1	-1	-1	-1	-1	-1
YHR026W	-1	-1	-1	-1	-1	-1
YHR027C	-1	-1	-1	1	-1	-1
YHR028C	-1	-1	-1	-1	-1	-1
YHR037W	-1	-1	-1	-1	-1	-1
YHR038W	-1	-1	-1	-1	-1	-1
YHR039C	-1	-1	-1	-1	-1	-1
YHR041C	-1	-1	-1	-1	-1	-1
YHR042W	-1	-1	-1	-1	-1	-1
YHR043C	-1	-1	-1	-1	-1	-1
YHR044C	-1	-1	-1	-1	-1	-1
YHR047C	-1	-1	-1	-1	-1	-1
YHR050W	-1	-1	-1	-1	-1	-1
YHR051W	-1	1	-1	-1	-1	-1
YHR053C	-1	-1	-1	-1	-1	-1
YHR055C	-1	-1	-1	-1	-1	-1
YHR057C	-1	-1	-1	-1	-1	-1
YHR058C	-1	-1	-1	-1	-1	-1
YHR060W	-1	-1	-1	-1	-1	-1
YHR061C	-1	-1	-1	-1	-1	-1
YHR062C	-1	-1	-1	-1	-1	-1
YHR064C	-1	-1	-1	-1	-1	-1
YHR065C	-1	-1	-1	-1	-1	-1
YHR066W	-1	-1	-1	-1	-1	-1
YHR069C	-1	-1	-1	-1	-1	-1
YHR071W	-1	-1	-1	-1	-1	-1
YHR072W	-1	-1	-1	-1	-1	-1
YHR075C	-1	-1	-1	-1	-1	-1
YHR077C	-1	-1	-1	-1	-1	-1
YHR079C	-1	-1	-1	-1	-1	-1
YHR084W	-1	-1	-1	-1	-1	1
YHR086W	-1	-1	-1	-1	-1	-1
YHR089C	-1	-1	-1	-1	-1	-1
YHR091C	-1	-1	-1	-1	-1	-1
YHR092C	-1	-1	-1	-1	-1	-1
YHR094C	-1	-1	-1	-1	-1	-1
YHR096C	-1	-1	-1	-1	-1	-1
YHR103W	-1	-1	-1	-1	-1	-1
YHR106W	-1	-1	-1	-1	-1	-1
YHR107C	-1	-1	-1	-1	-1	-1
YHR117W	-1	-1	-1	-1	-1	-1
YHR118C	-1	-1	-1	-1	-1	-1
YHR119W	-1	-1	-1	-1	-1	-1
YHR120W	-1	-1	-1	-1	-1	-1
YHR123W	-1	-1	-1	-1	-1	-1
YHR128W	-1	-1	-1	-1	-1	-1
YHR129C	-1	-1	-1	-1	-1	-1
YHR132C	-1	-1	-1	-1	-1	-1
YHR136C	-1	-1	-1	-1	-1	-1
YHR137W	-1	-1	-1	-1	-1	-1
YHR141C	-1	-1	1	-1	-1	-1
YHR144C	-1	-1	-1	-1	-1	-1
YHR147C	-1	-1	-1	-1	-1	-1
YHR154W	-1	-1	-1	-1	-1	-1
YHR161C	-1	-1	-1	-1	-1	-1
YHR163W	-1	-1	-1	-1	-1	-1
YHR164C	-1	-1	-1	-1	-1	-1
YHR165C	-1	-1	-1	-1	-1	-1
YHR170W	-1	-1	-1	-1	-1	-1
YHR172W	-1	-1	-1	-1	-1	-1
YHR174W	-1	-1	-1	-1	-1	-1
YHR175W	-1	-1	-1	-1	-1	-1
YHR178W	-1	-1	-1	-1	-1	-1
YHR183W	-1	-1	-1	-1	-1	-1
YHR187W	-1	-1	-1	-1	-1	-1
YHR189W	-1	-1	-1	-1	-1	-1
YHR190W	-1	-1	-1	-1	-1	-1
YHR193C	-1	-1	-1	-1	-1	-1
YHR200W	-1	-1	-1	1	-1	-1
YHR203C	-1	-1	1	-1	-1	-1
YHR206W	-1	-1	-1	-1	-1	1
YHR208W	-1	-1	-1	-1	-1	-1
YHR215W	-1	-1	-1	-1	-1	-1
YHR216W	-1	-1	-1	-1	-1	-1
YIL004C	-1	-1	-1	-1	-1	-1
YIL009W	-1	-1	-1	-1	-1	-1
YIL010W	-1	-1	-1	-1	-1	-1
YIL013C	-1	-1	-1	-1	-1	-1
YIL015W	-1	-1	-1	-1	-1	-1
YIL016W	-1	-1	-1	-1	-1	-1
YIL018W	-1	-1	1	-1	-1	-1
YIL020C	-1	-1	-1	-1	-1	-1
YIL021W	-1	-1	-1	-1	-1	-1
YIL022W	-1	-1	-1	-1	-1	-1
YIL030C	-1	-1	-1	-1	-1	-1
YIL034C	-1	-1	-1	-1	-1	-1
YIL035C	-1	-1	-1	-1	-1	-1
YIL038C	-1	-1	-1	-1	-1	-1
YIL043C	-1	-1	-1	-1	-1	-1
YIL045W	-1	-1	-1	-1	-1	-1
YIL046W	-1	-1	-1	-1	-1	-1
YIL048W	-1	-1	-1	-1	-1	-1
YIL050W	-1	-1	-1	-1	-1	-1
YIL052C	-1	-1	1	-1	-1	-1
YIL061C	-1	-1	-1	-1	-1	-1
YIL062C	-1	-1	-1	-1	-1	-1
YIL066C	-1	-1	-1	-1	-1	-1
YIL068C	-1	-1	-1	-1	-1	-1
YIL069C	-1	-1	1	-1	-1	-1
YIL070C	-1	-1	-1	-1	-1	-1
YIL075C	-1	-1	-1	1	-1	-1
YIL076W	-1	-1	-1	-1	-1	-1
YIL078W	-1	-1	-1	-1	-1	-1
YIL084C	-1	-1	-1	-1	-1	-1
YIL085C	-1	-1	-1	-1	-1	-1
YIL094C	-1	-1	-1	-1	-1	-1
YIL098C	-1	-1	-1	-1	-1	-1
YIL101C	-1	-1	-1	-1	-1	-1
YIL109C	-1	-1	-1	-1	-1	-1
YIL111W	-1	-1	-1	-1	-1	-1
YIL114C	-1	-1	-1	-1	-1	-1
YIL115C	-1	-1	-1	-1	-1	-1
YIL116W	-1	-1	-1	-1	-1	-1
YIL118W	-1	-1	-1	-1	-1	-1
YIL123W	-1	-1	-1	-1	-1	-1
